gene ID,gene name,Subject sequence ID,% of identical matches,Alignment length,Mistmatches,Gap openings,Start of alignment query,End of alignment query,Start of alignment subject ,End of alignment subject,E-value,Bit score,Protein annotations
gene15237,LOC106927263,sp|O75030|MITF_HUMAN,58.44,77,23,1,33297,33500,118,194,4.00E-23,71.2,Microphthalmia-associated transcription factor OS=Homo sapiens GN=MITF PE=1 SV=2
gene15238,camkv,sp|Q8NCB2|CAMKV_HUMAN,83.33,48,7,1,40599,40739,147,194,3.00E-27,85.9,CaM kinase-like vesicle-associated protein OS=Homo sapiens GN=CAMKV PE=2 SV=2
gene15239,mst1r,sp|Q04912|RON_HUMAN,40.48,378,215,6,5806,6918,39,413,6.00E-65,247,Macrophage-stimulating protein receptor OS=Homo sapiens GN=MST1R PE=1 SV=2
gene1524,LOC106927378,sp|P41217|OX2G_HUMAN,24.59,183,128,7,2728,3264,5,181,3.00E-09,59.7,OX-2 membrane glycoprotein OS=Homo sapiens GN=CD200 PE=1 SV=4
gene15240,mon1a,sp|Q86VX9|MON1A_HUMAN,69.73,261,79,0,6974,7756,205,465,9.00E-118,386,Vacuolar fusion protein MON1 homolog A OS=Homo sapiens GN=MON1A PE=1 SV=2
gene15241,LOC106927264,sp|Q9Y4X1|UD2A1_HUMAN,51.4,286,134,2,2659,3516,235,515,3.00E-112,323,UDP-glucuronosyltransferase 2A1 OS=Homo sapiens GN=UGT2A1 PE=1 SV=2
gene15242,traip,sp|Q9BWF2|TRAIP_HUMAN,51.16,86,9,2,451,708,1,53,5.00E-18,85.9,E3 ubiquitin-protein ligase TRAIP OS=Homo sapiens GN=TRAIP PE=1 SV=1
gene15243,LOC106927286,sp|Q53HC0|CCD92_HUMAN,49.25,67,34,0,9368,9568,103,169,1.00E-10,66.2,Coiled-coil domain-containing protein 92 OS=Homo sapiens GN=CCDC92 PE=1 SV=2
gene15245,cluh,sp|O75153|CLU_HUMAN,88.36,146,17,0,10584,11021,385,530,1.00E-114,277,Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2
gene15246,LOC106927270,sp|P43034|LIS1_HUMAN,65.82,158,9,1,31724,32197,190,302,1.00E-54,199,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2
gene15247,mettl16,sp|Q86W50|MET16_HUMAN,38.07,218,120,5,21096,21713,346,560,6.00E-29,126,Methyltransferase-like protein 16 OS=Homo sapiens GN=METTL16 PE=1 SV=2
gene15248,mnt,sp|Q99583|MNT_HUMAN,86.96,69,8,1,13039,13242,268,336,8.00E-30,128,Max-binding protein MNT OS=Homo sapiens GN=MNT PE=1 SV=1
gene15249,LOC106927272,sp|O43236|SEPT4_HUMAN,53.41,249,24,3,9128,9874,305,461,6.00E-71,219,Septin-4 OS=Homo sapiens GN=SEPT4 PE=1 SV=1
gene1525,LOC106927395,sp|B7ZAQ6|GPHRA_HUMAN,94.03,67,4,0,4926,5126,388,454,4.00E-37,134,Golgi pH regulator A OS=Homo sapiens GN=GPR89A PE=1 SV=2
gene15250,LOC106927273,sp|P53667|LIMK1_HUMAN,77.61,67,14,1,47515,47715,292,357,1.00E-21,105,LIM domain kinase 1 OS=Homo sapiens GN=LIMK1 PE=1 SV=3
gene15252,LOC106927275,sp|O75323|NIPS2_HUMAN,57.94,107,10,1,2273,2593,124,195,6.00E-28,115,Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1
gene15253,psph,sp|P78330|SERB_HUMAN,80,50,10,0,3646,3795,141,190,7.00E-39,92.4,Phosphoserine phosphatase OS=Homo sapiens GN=PSPH PE=1 SV=2
gene15255,phkg1,sp|Q16816|PHKG1_HUMAN,51.72,145,20,2,2769,3203,88,182,2.00E-50,132,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform OS=Homo sapiens GN=PHKG1 PE=2 SV=3"
gene15256,chchd2,sp|Q9Y6H1|CHCH2_HUMAN,83.33,36,6,0,1857,1964,114,149,8.00E-15,72.8,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens GN=CHCHD2 PE=1 SV=1
gene15257,LOC106927279,sp|Q52LJ0|FA98B_HUMAN,51.28,39,19,0,1511,1627,206,244,4.00E-07,53.5,Protein FAM98B OS=Homo sapiens GN=FAM98B PE=1 SV=1
gene15258,LOC106927288,sp|Q6ZP65|BICR1_HUMAN,61.36,44,17,0,17147,17278,477,520,5.00E-07,56.2,Bicaudal D-related protein 1 OS=Homo sapiens GN=CCDC64 PE=2 SV=2
gene15259,LOC106927284,sp|O00370|LORF2_HUMAN,32.47,733,458,13,19783,21909,411,1130,3.00E-105,355,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene1526,LOC106927388,sp|A8MUH7|PDZ1P_HUMAN,42.45,212,100,1,3885,4520,23,212,9.00E-59,161,Putative PDZ domain-containing protein PDZK1P1 OS=Homo sapiens GN=PDZK1P1 PE=5 SV=2
gene15260,LOC106927292,sp|P17342|ANPRC_HUMAN,48.29,205,94,3,519,1097,51,255,2.00E-52,192,Atrial natriuretic peptide receptor 3 OS=Homo sapiens GN=NPR3 PE=1 SV=2
gene15265,commd1,sp|Q8N668|COMD1_HUMAN,58.59,99,38,2,1680,1976,59,154,1.00E-29,117,COMM domain-containing protein 1 OS=Homo sapiens GN=COMMD1 PE=1 SV=1
gene15266,LOC106927289,sp|Q9NY97|B3GN2_HUMAN,55.75,400,173,2,4135,5331,1,397,3.00E-126,401,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens GN=B3GNT2 PE=1 SV=2"
gene15267,LOC106927304,sp|Q86UP6|CUZD1_HUMAN,30.06,163,94,8,4420,4878,153,305,2.00E-04,47,CUB and zona pellucida-like domain-containing protein 1 OS=Homo sapiens GN=CUZD1 PE=2 SV=1
gene1527,LOC106927404,sp|P32238|CCKAR_HUMAN,63.64,88,32,0,16499,16762,122,209,2.00E-29,125,Cholecystokinin receptor type A OS=Homo sapiens GN=CCKAR PE=1 SV=1
gene15270,LOC106927297,sp|P32242|OTX1_HUMAN,55.23,277,102,7,6770,7549,83,354,2.00E-38,148,Homeobox protein OTX1 OS=Homo sapiens GN=OTX1 PE=1 SV=1
gene15273,mdh1,sp|P40925|MDHC_HUMAN,56.15,130,25,1,8190,8579,166,263,6.00E-39,149,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4"
gene15274,LOC106927295,sp|Q16851|UGPA_HUMAN,79.05,105,22,0,10352,10666,187,291,4.00E-74,182,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=5
gene15275,vps54,sp|Q9P1Q0|VPS54_HUMAN,76.87,134,31,0,9990,10391,208,341,6.00E-56,215,Vacuolar protein sorting-associated protein 54 OS=Homo sapiens GN=VPS54 PE=1 SV=2
gene15276,LOC106927302,sp|Q96FA3|PELI1_HUMAN,79.17,192,36,1,16448,17023,231,418,7.00E-100,330,E3 ubiquitin-protein ligase pellino homolog 1 OS=Homo sapiens GN=PELI1 PE=1 SV=2
gene15277,cerk,sp|Q8TCT0|CERK1_HUMAN,67.19,64,21,0,41222,41413,381,444,1.00E-20,101,Ceramide kinase OS=Homo sapiens GN=CERK PE=1 SV=1
gene15278,LOC106927306,sp|Q9NU19|TB22B_HUMAN,77.55,49,11,0,34065,34211,225,273,1.00E-16,90.1,TBC1 domain family member 22B OS=Homo sapiens GN=TBC1D22B PE=1 SV=3
gene15279,fam19a5,sp|Q7Z5A7|F19A5_HUMAN,85.19,54,8,0,94602,94763,34,87,2.00E-21,95.9,Protein FAM19A5 OS=Homo sapiens GN=FAM19A5 PE=2 SV=2
gene1528,LOC106927412,sp|P32238|CCKAR_HUMAN,63.64,88,32,0,14326,14589,122,209,2.00E-29,125,Cholecystokinin receptor type A OS=Homo sapiens GN=CCKAR PE=1 SV=1
gene15283,LOC106927322,sp|Q8N5X7|IF4E3_HUMAN,80,40,8,0,14693,14812,76,115,2.00E-14,76.3,Eukaryotic translation initiation factor 4E type 3 OS=Homo sapiens GN=EIF4E3 PE=2 SV=4
gene15284,tmco3,sp|Q6UWJ1|TMCO3_HUMAN,49.22,256,38,4,8157,8924,478,641,3.00E-54,203,Transmembrane and coiled-coil domain-containing protein 3 OS=Homo sapiens GN=TMCO3 PE=2 SV=1
gene15285,dcun1d2,sp|Q96GG9|DCNL1_HUMAN,54.58,240,48,2,2167,2886,2,180,1.00E-77,257,DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1
gene15286,adprhl1,sp|Q8NDY3|ARHL1_HUMAN,79.17,48,10,0,3709,3852,257,304,5.00E-47,88.2,[Protein ADP-ribosylarginine] hydrolase-like protein 1 OS=Homo sapiens GN=ADPRHL1 PE=2 SV=1
gene15287,grtp1,sp|Q5TC63|GRTP1_HUMAN,56.36,55,24,0,2391,2555,59,113,2.00E-27,72.8,Growth hormone-regulated TBC protein 1 OS=Homo sapiens GN=GRTP1 PE=1 SV=4
gene15288,lamp1,sp|P11279|LAMP1_HUMAN,46.3,54,29,0,4696,4857,318,371,1.00E-13,55.1,Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3
gene15289,cul4a,sp|Q13619|CUL4A_HUMAN,44.9,363,55,8,6276,7361,510,728,3.00E-92,251,Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3
gene15290,tgfbrap1,sp|Q8WUH2|TGFA1_HUMAN,66.38,235,75,1,2494,3198,2,232,1.00E-89,314,Transforming growth factor-beta receptor-associated protein 1 OS=Homo sapiens GN=TGFBRAP1 PE=1 SV=1
gene15291,LOC106927323,sp|Q9UKT7|FBXL3_HUMAN,88.84,215,23,1,5118,5759,214,428,6.00E-118,380,F-box/LRR-repeat protein 3 OS=Homo sapiens GN=FBXL3 PE=1 SV=1
gene15292,LOC106927320,sp|P48059|LIMS1_HUMAN,71.01,138,3,1,2919,3332,115,215,9.00E-54,191,LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1 PE=1 SV=4
gene15293,LOC106927319,sp|Q17RQ9|NKPD1_HUMAN,34.73,383,235,6,11356,12480,166,541,1.00E-63,232,NTPase KAP family P-loop domain-containing protein 1 OS=Homo sapiens GN=NKPD1 PE=2 SV=1
gene15294,nkpd1,sp|Q17RQ9|NKPD1_HUMAN,34.73,383,235,6,20363,21487,166,541,8.00E-64,232,NTPase KAP family P-loop domain-containing protein 1 OS=Homo sapiens GN=NKPD1 PE=2 SV=1
gene15295,LOC106927325,sp|P48039|MTR1A_HUMAN,74.8,250,62,1,64,810,62,311,4.00E-126,400,Melatonin receptor type 1A OS=Homo sapiens GN=MTNR1A PE=1 SV=1
gene15296,LOC106927326,sp|Q7Z2H8|S36A1_HUMAN,73.21,56,15,0,40892,41059,275,330,8.00E-16,85.9,Proton-coupled amino acid transporter 1 OS=Homo sapiens GN=SLC36A1 PE=1 SV=1
gene15297,atox1,sp|O00244|ATOX1_HUMAN,74.07,27,7,0,891,971,2,28,5.00E-07,47.8,Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1
gene15298,sparc,sp|P09486|SPRC_HUMAN,82.69,52,9,0,15796,15951,194,245,1.00E-21,99,SPARC OS=Homo sapiens GN=SPARC PE=1 SV=1
gene15299,g3bp1,sp|Q13283|G3BP1_HUMAN,56.03,116,16,1,4154,4501,59,139,9.00E-31,129,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1
gene153,LOC106926517,sp|P50548|ERF_HUMAN,91.89,74,6,0,27519,27740,7,80,7.00E-37,150,ETS domain-containing transcription factor ERF OS=Homo sapiens GN=ERF PE=1 SV=2
gene1530,LOC106927418,sp|B1AL88|F155A_HUMAN,44.08,152,72,5,343,759,155,306,1.00E-30,131,Transmembrane protein FAM155A OS=Homo sapiens GN=FAM155A PE=2 SV=1
gene15300,glra1,sp|P23415|GLRA1_HUMAN,72.97,111,24,3,92459,92773,195,305,9.00E-39,155,Glycine receptor subunit alpha-1 OS=Homo sapiens GN=GLRA1 PE=1 SV=2
gene15301,LOC106927332,sp|O00268|TAF4_HUMAN,72.5,40,11,0,13442,13561,591,630,5.00E-07,56.6,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2
gene15302,lsm14a,sp|Q9BX40|LS14B_HUMAN,64.29,84,30,0,1294,1545,17,100,2.00E-26,113,Protein LSM14 homolog B OS=Homo sapiens GN=LSM14B PE=1 SV=1
gene15303,ss18l2,sp|Q9UHA2|S18L2_HUMAN,70.83,24,7,0,1445,1516,49,72,5.00E-05,42,SS18-like protein 2 OS=Homo sapiens GN=SS18L2 PE=3 SV=1
gene15304,kiaa0355,sp|O15063|K0355_HUMAN,77.06,170,33,3,16506,17003,1,168,3.00E-59,227,Uncharacterized protein KIAA0355 OS=Homo sapiens GN=KIAA0355 PE=1 SV=2
gene15305,gpi,sp|P06744|G6PI_HUMAN,50.44,113,19,1,4722,5060,289,364,2.00E-23,108,Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4
gene15306,wtip,sp|A6NIX2|WTIP_HUMAN,83.33,48,8,0,22715,22858,297,344,6.00E-18,90.9,Wilms tumor protein 1-interacting protein OS=Homo sapiens GN=WTIP PE=1 SV=3
gene15307,sdr42e1,sp|Q8WUS8|D42E1_HUMAN,66.67,363,119,1,2214,3296,24,386,5.00E-152,464,Short-chain dehydrogenase/reductase family 42E member 1 OS=Homo sapiens GN=SDR42E1 PE=2 SV=2
gene15308,nat1,sp|P18440|ARY1_HUMAN,43.1,290,165,0,3326,4195,1,290,2.00E-80,266,Arylamine N-acetyltransferase 1 OS=Homo sapiens GN=NAT1 PE=1 SV=2
gene15309,cnep1r1,sp|Q8N9A8|NEPR1_HUMAN,93.33,30,2,0,1293,1382,65,94,1.00E-11,62.4,Nuclear envelope phosphatase-regulatory subunit 1 OS=Homo sapiens GN=CNEP1R1 PE=1 SV=1
gene1531,abhd13,sp|Q7L211|ABHDD_HUMAN,73.79,351,78,1,24388,25440,1,337,3.00E-155,486,Alpha/beta hydrolase domain-containing protein 13 OS=Homo sapiens GN=ABHD13 PE=2 SV=1
gene15310,heatr3,sp|Q7Z4Q2|HEAT3_HUMAN,67.8,59,19,0,1878,2054,46,104,7.00E-16,84.7,HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2
gene15311,papd5,sp|Q5XG87|PAPD7_HUMAN,68,75,23,1,18936,19157,393,467,6.00E-55,109,Non-canonical poly(A) RNA polymerase PAPD7 OS=Homo sapiens GN=PAPD7 PE=1 SV=3
gene15312,LOC106927339,sp|Q08462|ADCY2_HUMAN,75.36,69,16,1,38391,38594,370,438,2.00E-22,108,Adenylate cyclase type 2 OS=Homo sapiens GN=ADCY2 PE=1 SV=5
gene15313,plcb4,sp|Q15147|PLCB4_HUMAN,88.52,61,7,0,68041,68223,702,762,8.00E-42,116,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 OS=Homo sapiens GN=PLCB4 PE=1 SV=3"
gene15314,LOC106927349,sp|C9JTQ0|ANR63_HUMAN,54.12,170,78,0,751,1260,10,179,1.00E-54,194,Ankyrin repeat domain-containing protein 63 OS=Homo sapiens GN=ANKRD63 PE=3 SV=1
gene15315,lamp5,sp|Q9UJQ1|LAMP5_HUMAN,65.67,67,21,1,472,672,16,80,1.00E-19,90.9,Lysosome-associated membrane glycoprotein 5 OS=Homo sapiens GN=LAMP5 PE=1 SV=1
gene15316,LOC106927351,sp|Q9UJQ1|LAMP5_HUMAN,65.08,63,22,0,4387,4575,217,279,2.00E-04,45.4,Lysosome-associated membrane glycoprotein 5 OS=Homo sapiens GN=LAMP5 PE=1 SV=1
gene15317,pak7,sp|Q9P286|PAK7_HUMAN,45.09,275,126,11,58629,59438,69,323,3.00E-43,174,Serine/threonine-protein kinase PAK 7 OS=Homo sapiens GN=PAK7 PE=1 SV=1
gene15318,LOC106927354,sp|P17931|LEG3_HUMAN,50,66,31,1,4413,4610,144,207,2.00E-11,66.2,Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5
gene15319,LOC106927352,sp|O60336|MABP1_HUMAN,53.1,113,13,1,9427,9765,504,576,7.00E-35,103,Mitogen-activated protein kinase-binding protein 1 OS=Homo sapiens GN=MAPKBP1 PE=1 SV=4
gene1532,tnfsf13b,sp|Q9Y275|TN13B_HUMAN,47.06,51,27,0,5497,5649,199,249,4.00E-07,53.9,Tumor necrosis factor ligand superfamily member 13B OS=Homo sapiens GN=TNFSF13B PE=1 SV=1
gene15320,LOC106927355,sp|Q8IWI9|MGAP_HUMAN,57.62,210,83,2,3433,4062,66,269,2.00E-64,246,MAX gene-associated protein OS=Homo sapiens GN=MGA PE=1 SV=3
gene15322,LOC106927361,sp|Q16540|RM23_HUMAN,75.61,41,10,0,1283,1405,7,47,6.00E-12,68.2,"39S ribosomal protein L23, mitochondrial OS=Homo sapiens GN=MRPL23 PE=1 SV=1"
gene15323,LOC106927362,sp|Q6NSJ0|K1161_HUMAN,43.33,60,34,0,21971,22150,599,658,3.00E-06,54.3,Uncharacterized family 31 glucosidase KIAA1161 OS=Homo sapiens GN=KIAA1161 PE=1 SV=2
gene15324,LOC106927357,sp|P50416|CPT1A_HUMAN,86.36,44,6,0,19636,19767,634,677,3.00E-50,84.7,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2"
gene15325,LOC106927356,sp|Q92738|US6NL_HUMAN,44.23,104,25,1,19395,19706,95,165,1.00E-17,91.7,USP6 N-terminal-like protein OS=Homo sapiens GN=USP6NL PE=1 SV=3
gene15326,LOC106927359,sp|Q8IX04|UEVLD_HUMAN,52.63,57,27,0,7806,7976,239,295,5.00E-23,68.2,Ubiquitin-conjugating enzyme E2 variant 3 OS=Homo sapiens GN=UEVLD PE=1 SV=2
gene15327,spty2d1,sp|Q68D10|SPT2_HUMAN,57.14,42,18,0,885,1010,21,62,7.00E-06,50.8,Protein SPT2 homolog OS=Homo sapiens GN=SPTY2D1 PE=1 SV=3
gene15328,tmem86a,sp|Q8N2M4|TM86A_HUMAN,67.94,131,42,0,7424,7816,99,229,3.00E-54,190,Lysoplasmalogenase-like protein TMEM86A OS=Homo sapiens GN=TMEM86A PE=2 SV=1
gene15329,chst1,sp|O43916|CHST1_HUMAN,67.29,428,121,5,1956,3236,1,410,1.00E-99,590,Carbohydrate sulfotransferase 1 OS=Homo sapiens GN=CHST1 PE=1 SV=1
gene1533,myo16,sp|Q9Y6X6|MYO16_HUMAN,47.24,434,145,15,96526,97773,1331,1698,2.00E-41,173,Unconventional myosin-XVI OS=Homo sapiens GN=MYO16 PE=2 SV=3
gene15330,LOC106927364,sp|Q9UMX6|GUC1B_HUMAN,62.32,69,23,1,58,255,1,69,2.00E-35,87,Guanylyl cyclase-activating protein 2 OS=Homo sapiens GN=GUCA1B PE=1 SV=4
gene15331,mapk8ip1,sp|Q9UQF2|JIP1_HUMAN,56.76,148,49,4,31998,32429,332,468,4.00E-34,144,C-Jun-amino-terminal kinase-interacting protein 1 OS=Homo sapiens GN=MAPK8IP1 PE=1 SV=1
gene15335,LOC106927369,sp|P16442|BGAT_HUMAN,42.48,226,127,2,27771,28439,128,353,4.00E-55,198,Histo-blood group ABO system transferase OS=Homo sapiens GN=ABO PE=1 SV=2
gene15336,lamc3,sp|P11047|LAMC1_HUMAN,34.44,241,78,2,82188,82910,883,1043,4.00E-31,138,Laminin subunit gamma-1 OS=Homo sapiens GN=LAMC1 PE=1 SV=3
gene15337,aif1l,sp|Q9BQI0|AIF1L_HUMAN,87.27,55,7,0,7977,8141,68,122,6.00E-23,97.4,Allograft inflammatory factor 1-like OS=Homo sapiens GN=AIF1L PE=1 SV=1
gene15338,ezh2,sp|Q15910|EZH2_HUMAN,76.34,131,7,1,7671,8063,506,612,7.00E-88,206,Histone-lysine N-methyltransferase EZH2 OS=Homo sapiens GN=EZH2 PE=1 SV=2
gene15339,LOC106927377,sp|Q9NSC5|HOME3_HUMAN,77.05,61,14,0,4666,4848,4,64,7.00E-25,110,Homer protein homolog 3 OS=Homo sapiens GN=HOMER3 PE=1 SV=2
gene1534,shroom2,sp|Q13796|SHRM2_HUMAN,83.54,79,13,0,5774,6010,1532,1610,3.00E-31,135,Protein Shroom2 OS=Homo sapiens GN=SHROOM2 PE=1 SV=1
gene15342,LOC106927375,sp|Q92900|RENT1_HUMAN,81.69,142,1,1,3108,3533,154,270,2.00E-61,234,Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2
gene15343,LOC106927373,sp|Q9NXJ5|PGPI_HUMAN,59.3,86,35,0,3882,4139,68,153,4.00E-43,114,Pyroglutamyl-peptidase 1 OS=Homo sapiens GN=PGPEP1 PE=1 SV=1
gene15345,LOC106927383,sp|Q9NQW8|CNGB3_HUMAN,61.11,72,25,2,9314,9526,426,495,8.00E-32,86.7,Cyclic nucleotide-gated cation channel beta-3 OS=Homo sapiens GN=CNGB3 PE=1 SV=2
gene15346,LOC106927384,sp|Q9NQW8|CNGB3_HUMAN,41.6,250,50,3,8655,9404,440,593,3.00E-64,182,Cyclic nucleotide-gated cation channel beta-3 OS=Homo sapiens GN=CNGB3 PE=1 SV=2
gene15347,nsmaf,sp|Q92636|FAN_HUMAN,83.05,59,10,0,7468,7644,290,348,6.00E-44,115,Protein FAN OS=Homo sapiens GN=NSMAF PE=1 SV=2
gene15349,rbbp8,sp|Q99708|COM1_HUMAN,47.17,106,29,1,5427,5744,819,897,3.00E-30,108,DNA endonuclease RBBP8 OS=Homo sapiens GN=RBBP8 PE=1 SV=2
gene1535,cldn34,sp|H7C241|CLD34_HUMAN,32.02,203,131,3,1745,2341,1,200,1.00E-24,102,Claudin-34 OS=Homo sapiens GN=CLDN34 PE=3 SV=2
gene15350,LOC106927385,sp|A1KXE4|F168B_HUMAN,93.55,31,2,0,973,1065,96,126,8.00E-19,59.7,Myelin-associated neurite-outgrowth inhibitor OS=Homo sapiens GN=FAM168B PE=1 SV=1
gene15352,LOC106927393,sp|A1KXE4|F168B_HUMAN,93.55,31,2,0,2498,2590,96,126,1.00E-18,59.7,Myelin-associated neurite-outgrowth inhibitor OS=Homo sapiens GN=FAM168B PE=1 SV=1
gene15353,fbxo45,sp|P0C2W1|FBSP1_HUMAN,77.62,143,31,1,1333,1761,103,244,4.00E-72,242,F-box/SPRY domain-containing protein 1 OS=Homo sapiens GN=FBXO45 PE=1 SV=1
gene15354,nrros,sp|Q86YC3|NRROS_HUMAN,39.55,584,334,9,2778,4493,37,613,6.00E-105,352,Negative regulator of reactive oxygen species OS=Homo sapiens GN=NRROS PE=1 SV=1
gene15355,LOC106927394,sp|Q9Y371|SHLB1_HUMAN,83.64,55,9,0,601,765,18,72,4.00E-19,92,Endophilin-B1 OS=Homo sapiens GN=SH3GLB1 PE=1 SV=1
gene15357,LOC106927382,sp|Q9UL59|ZN214_HUMAN,52.94,221,102,1,6584,7240,360,580,3.00E-58,214,Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
gene15358,LOC106927398,sp|P43155|CACP_HUMAN,58.7,92,33,2,2357,2629,14,101,4.00E-24,108,Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT PE=1 SV=5
gene15359,LOC106927406,sp|Q5T953|IER5L_HUMAN,77.19,57,13,0,749,919,1,57,2.00E-20,93.6,Immediate early response gene 5-like protein OS=Homo sapiens GN=IER5L PE=2 SV=1
gene1536,irs2,sp|P35568|IRS1_HUMAN,43.9,934,359,37,398,2797,1,903,3.00E-142,480,Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1
gene15361,LOC106927403,sp|Q9NWX5|ASB6_HUMAN,45.09,224,109,4,8000,8662,200,412,1.00E-26,115,Ankyrin repeat and SOCS box protein 6 OS=Homo sapiens GN=ASB6 PE=1 SV=1
gene15362,tmem132c,sp|Q8N3T6|T132C_HUMAN,51.49,404,168,8,173889,175022,707,1108,2.00E-94,338,Transmembrane protein 132C OS=Homo sapiens GN=TMEM132C PE=2 SV=3
gene15363,slc15a4,sp|O00370|LORF2_HUMAN,29.68,310,213,3,6229,7152,8,314,7.00E-36,153,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene15364,glt1d1,sp|Q96MS3|GL1D1_HUMAN,36.84,133,37,3,2542,2937,22,108,9.00E-14,77,Glycosyltransferase 1 domain-containing protein 1 OS=Homo sapiens GN=GLT1D1 PE=2 SV=2
gene15365,LOC106927399,sp|Q8N3T6|T132C_HUMAN,39.58,283,164,6,7934,8767,45,325,1.00E-53,210,Transmembrane protein 132C OS=Homo sapiens GN=TMEM132C PE=2 SV=3
gene15366,baz1a,sp|Q9NRL2|BAZ1A_HUMAN,74.31,109,28,0,19981,20307,504,612,7.00E-34,146,Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens GN=BAZ1A PE=1 SV=2
gene15367,LOC106927408,sp|Q9NUQ3|TXLNG_HUMAN,87.72,57,7,0,3329,3499,167,223,2.00E-15,80.9,Gamma-taxilin OS=Homo sapiens GN=TXLNG PE=1 SV=2
gene15368,cfl2,sp|Q9Y281|COF2_HUMAN,88.35,103,12,0,7695,8003,2,104,3.00E-55,190,Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1
gene15369,snx6,sp|Q9UNH7|SNX6_HUMAN,71.21,66,13,2,2363,2551,89,151,1.00E-50,93.2,Sorting nexin-6 OS=Homo sapiens GN=SNX6 PE=1 SV=1
gene15370,psma3,sp|P25788|PSA3_HUMAN,62.65,83,6,1,1969,2217,77,134,3.00E-23,101,Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2
gene15371,arid4a,sp|P29374|ARI4A_HUMAN,82.22,45,8,0,18369,18503,574,618,5.00E-15,83.6,AT-rich interactive domain-containing protein 4A OS=Homo sapiens GN=ARID4A PE=1 SV=3
gene15372,LOC106927420,sp|Q9Y5J7|TIM9_HUMAN,91.11,45,4,0,2866,3000,45,89,2.00E-21,89.7,Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens GN=TIMM9 PE=1 SV=1
gene15373,timm9,sp|Q9Y5J7|TIM9_HUMAN,91.11,45,4,0,3398,3532,45,89,2.00E-21,89.7,Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens GN=TIMM9 PE=1 SV=1
gene15374,kiaa0586,sp|Q9H1B7|I2BPL_HUMAN,58.57,799,176,22,8118,10097,14,796,1.00E-99,755,Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1
gene15375,irf2bpl,sp|Q9H1B7|I2BPL_HUMAN,58.57,799,176,22,393,2372,14,796,1.00E-99,755,Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1
gene15376,dact1,sp|Q9NYF0|DACT1_HUMAN,46.77,186,85,4,17745,18302,665,836,1.00E-28,127,Dapper homolog 1 OS=Homo sapiens GN=DACT1 PE=1 SV=2
gene15377,dkc1,sp|O60832|DKC1_HUMAN,95.24,63,3,0,2712,2900,88,150,4.00E-42,130,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3
gene15379,cinp,sp|Q9BW66|CINP_HUMAN,54.55,66,30,0,2837,3034,147,212,6.00E-11,63.2,Cyclin-dependent kinase 2-interacting protein OS=Homo sapiens GN=CINP PE=1 SV=1
